customer_id,tier,primary_channel,rank,offer_id,offer_name,category,channel,discount,score,components,boosts_applied
CUST0009,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,63.4,"{'transaction_affinity': 0.097, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0009,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,63.4,"{'transaction_affinity': 0.097, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0009,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,62.89,"{'transaction_affinity': 0.08, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0010,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,65.26,"{'transaction_affinity': 0.159, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0010,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,65.26,"{'transaction_affinity': 0.159, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0010,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,64.66,"{'transaction_affinity': 0.139, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0011,Standard,Grocery,1,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,69.3,"{'transaction_affinity': 0.203, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0011,Standard,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,69.3,"{'transaction_affinity': 0.203, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0011,Standard,Grocery,3,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,67.71,"{'transaction_affinity': 0.15, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0012,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,71.41,"{'transaction_affinity': 0.304, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0012,Standard,Grocery,2,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,66.74,"{'transaction_affinity': 0.148, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0012,Standard,Grocery,3,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,66.1,"{'transaction_affinity': 0.127, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0013,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,63.42,"{'transaction_affinity': 0.197, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0013,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,63.42,"{'transaction_affinity': 0.197, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0013,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,59.75,"{'transaction_affinity': 0.075, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0014,4U+,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,100.0,"{'transaction_affinity': 0.242, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0014,4U+,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,100.0,"{'transaction_affinity': 0.186, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0014,4U+,Grocery,3,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,98.64,"{'transaction_affinity': 0.025, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0015,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,64.71,"{'transaction_affinity': 0.14, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0015,Standard,Fuel,2,OFFER019,Produce Reward #19,Produce,Both,5% off,64.71,"{'transaction_affinity': 0.14, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0015,Standard,Fuel,3,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,62.06,"{'transaction_affinity': 0.052, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0016,Standard,Grocery,1,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,71.83,"{'transaction_affinity': 0.348, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0016,Standard,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,71.83,"{'transaction_affinity': 0.348, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0016,Standard,Grocery,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,67.11,"{'transaction_affinity': 0.19, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0017,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,65.84,"{'transaction_affinity': 0.178, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0017,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,65.84,"{'transaction_affinity': 0.178, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0017,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,60.5,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0018,Standard,Grocery,1,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,73.45,"{'transaction_affinity': 0.282, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0018,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,71.92,"{'transaction_affinity': 0.231, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0018,Standard,Grocery,3,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,64.42,"{'transaction_affinity': 0.231, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0019,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,67.03,"{'transaction_affinity': 0.218, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0019,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,67.03,"{'transaction_affinity': 0.218, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0019,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,63.09,"{'transaction_affinity': 0.086, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0020,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,85.51,"{'transaction_affinity': 0.269, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0020,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,83.29,"{'transaction_affinity': 0.207, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0020,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,83.29,"{'transaction_affinity': 0.207, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0021,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,62.03,"{'transaction_affinity': 0.151, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0021,Standard,Fuel,2,OFFER019,Produce Reward #19,Produce,Both,5% off,62.03,"{'transaction_affinity': 0.151, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0021,Standard,Fuel,3,OFFER004,Beverages Reward #4,Beverages,Both,50% off,57.5,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0022,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,61.4,"{'transaction_affinity': 0.13, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0022,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,61.4,"{'transaction_affinity': 0.13, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0022,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,57.76,"{'transaction_affinity': 0.009, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0023,4U+,Fuel,1,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,78.13,"{'transaction_affinity': 0.32, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0023,4U+,Fuel,2,OFFER008,Produce Reward #8,Produce,Grocery,25% off,71.67,"{'transaction_affinity': 0.076, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0023,4U+,Fuel,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,68.25,"{'transaction_affinity': 0.0, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0024,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,70.73,"{'transaction_affinity': 0.191, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0024,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,68.65,"{'transaction_affinity': 0.122, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0024,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,68.65,"{'transaction_affinity': 0.122, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0025,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,60.23,"{'transaction_affinity': 0.091, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0025,Standard,Fuel,2,OFFER019,Produce Reward #19,Produce,Both,5% off,60.23,"{'transaction_affinity': 0.091, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0025,Standard,Fuel,3,OFFER004,Beverages Reward #4,Beverages,Both,50% off,59.26,"{'transaction_affinity': 0.059, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0026,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,79.1,"{'transaction_affinity': 0.181, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0026,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,79.1,"{'transaction_affinity': 0.181, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0026,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,78.11,"{'transaction_affinity': 0.153, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0027,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,72.02,"{'transaction_affinity': 0.254, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0027,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,71.18,"{'transaction_affinity': 0.226, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0027,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,71.18,"{'transaction_affinity': 0.226, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0028,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,70.21,"{'transaction_affinity': 0.264, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0028,Standard,Grocery,2,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,68.19,"{'transaction_affinity': 0.196, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0028,Standard,Grocery,3,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,64.82,"{'transaction_affinity': 0.084, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0029,4U+,Grocery,1,OFFER005,Produce Reward #5,Produce,eCommerce,5$ off,100.0,"{'transaction_affinity': 0.078, 'redemption_match': 0.9, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': True}"
CUST0029,4U+,Grocery,2,OFFER008,Produce Reward #8,Produce,Grocery,25% off,100.0,"{'transaction_affinity': 0.078, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.7, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': True}"
CUST0029,4U+,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,100.0,"{'transaction_affinity': 0.407, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.7, 'demographic_match': 0.5}","{'recency_boost': True, 'tier_multiplier': True}"
CUST0030,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,65.68,"{'transaction_affinity': 0.273, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0030,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,65.68,"{'transaction_affinity': 0.273, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0030,Standard,Fuel,3,OFFER004,Beverages Reward #4,Beverages,Both,50% off,60.9,"{'transaction_affinity': 0.113, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0031,Standard,Grocery,1,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,71.37,"{'transaction_affinity': 0.332, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0031,Standard,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,71.37,"{'transaction_affinity': 0.332, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0031,Standard,Grocery,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,70.16,"{'transaction_affinity': 0.292, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0032,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,62.36,"{'transaction_affinity': 0.062, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0032,Standard,Fuel,2,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,60.86,"{'transaction_affinity': 0.012, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
